image,ht,wd
pencil-4.gif,474,183
pencil-5.gif,457,199
pencil-6.gif,471,180
pencil-7.gif,488,185
pencil-8.gif,457,182
pencil-9.gif,441,195
personal_car-1.gif,488,231
personal_car-10.gif,400,219
personal_car-11.gif,450,184
personal_car-12.gif,471,243
personal_car-13.gif,400,259
personal_car-14.gif,498,247
personal_car-15.gif,559,261
personal_car-16.gif,497,241
personal_car-17.gif,498,257
personal_car-18.gif,488,224
personal_car-19.gif,481,234
personal_car-2.gif,515,253
personal_car-20.gif,487,245
personal_car-3.gif,549,237
personal_car-4.gif,400,209
personal_car-5.gif,400,203
personal_car-6.gif,400,221
personal_car-7.gif,400,209
personal_car-8.gif,400,223
personal_car-9.gif,400,227
pocket-1.gif,147,205
pocket-10.gif,90,128
pocket-11.gif,364,534
pocket-12.gif,146,196
pocket-13.gif,179,251
pocket-14.gif,130,390
pocket-15.gif,308,446
pocket-16.gif,201,283
pocket-17.gif,183,271
pocket-18.gif,324,465
pocket-19.gif,155,212
pocket-2.gif,64,90
pocket-20.gif,272,372
pocket-3.gif,99,108
pocket-4.gif,155,212
pocket-5.gif,270,375
pocket-6.gif,210,312
pocket-7.gif,106,149
pocket-8.gif,140,212
pocket-9.gif,83,104
rat-01.gif,352,288
rat-02.gif,352,288
rat-03.gif,352,288
rat-04.gif,352,288
rat-05.gif,352,288
rat-06.gif,352,288
rat-07.gif,352,288
rat-08.gif,352,288
rat-09.gif,352,288
rat-10.gif,352,288
rat-11.gif,352,288
rat-12.gif,352,288
rat-13.gif,352,288
rat-14.gif,352,288
rat-15.gif,352,288
rat-16.gif,352,288
rat-17.gif,352,288
rat-18.gif,352,288
rat-19.gif,352,288
rat-20.gif,352,288
ray-1.gif,337,413
ray-10.gif,635,638
ray-11.gif,406,532
ray-12.gif,654,670
ray-13.gif,370,465
ray-14.gif,585,595
ray-15.gif,337,413
ray-16.gif,337,413
ray-17.gif,228,309
ray-18.gif,228,309
ray-19.gif,443,465
ray-2.gif,526,533
ray-20.gif,337,413
ray-3.gif,228,309
ray-4.gif,228,309
ray-5.gif,376,385
ray-6.gif,443,465
ray-7.gif,443,465
ray-8.gif,639,642
ray-9.gif,437,464
sea_snake-1.gif,274,231
sea_snake-10.gif,161,161
sea_snake-11.gif,365,365
sea_snake-12.gif,378,344
sea_snake-13.gif,331,206
sea_snake-14.gif,341,302
sea_snake-15.gif,392,436
sea_snake-16.gif,330,434
sea_snake-17.gif,249,129
sea_snake-18.gif,259,167
sea_snake-19.gif,204,175
sea_snake-2.gif,241,270
sea_snake-20.gif,102,123
sea_snake-3.gif,353,420
sea_snake-4.gif,292,180
sea_snake-5.gif,237,296
sea_snake-6.gif,208,166
sea_snake-7.gif,203,248
sea_snake-8.gif,249,203
sea_snake-9.gif,137,317
shapedata.gif,523,388
shoe-1.gif,551,307
shoe-10.gif,480,263
shoe-11.gif,460,254
shoe-12.gif,523,297
shoe-13.gif,508,294
shoe-14.gif,524,250
shoe-15.gif,486,249
shoe-16.gif,514,270
shoe-17.gif,467,225
shoe-18.gif,460,255
shoe-19.gif,538,268
shoe-2.gif,515,278
shoe-20.gif,508,237
shoe-3.gif,473,279
shoe-4.gif,463,237
shoe-5.gif,473,280
shoe-6.gif,437,262
shoe-7.gif,472,271
shoe-8.gif,418,283
shoe-9.gif,404,255
spoon-1.gif,256,256
spoon-10.gif,256,256
spoon-11.gif,256,256
spoon-12.gif,256,256
spoon-13.gif,256,256
spoon-14.gif,256,256
spoon-15.gif,256,256
spoon-16.gif,256,256
spoon-17.gif,256,256
spoon-18.gif,256,256
spoon-19.gif,256,256
spoon-2.gif,256,256
spoon-20.gif,256,256
spoon-3.gif,256,256
spoon-4.gif,256,256
spoon-5.gif,256,256
spoon-6.gif,256,256
spoon-7.gif,256,256
spoon-8.gif,256,256
spoon-9.gif,256,256
spring-1.gif,393,318
spring-10.gif,582,353
spring-11.gif,176,291
spring-12.gif,353,582
spring-13.gif,176,291
spring-14.gif,640,480
spring-15.gif,393,318
spring-16.gif,176,291
spring-17.gif,283,370
spring-18.gif,280,166
spring-19.gif,256,423
spring-2.gif,461,286
spring-20.gif,211,128
spring-3.gif,199,121
spring-4.gif,309,430
spring-5.gif,393,318
spring-6.gif,640,480
spring-7.gif,231,454
spring-8.gif,561,333
spring-9.gif,582,353
stef-01.gif,352,240
stef-02.gif,352,240
stef-03.gif,352,240
stef-04.gif,352,240
stef-05.gif,352,240
stef-06.gif,352,240
stef-07.gif,352,240
stef-08.gif,352,240
stef-09.gif,352,240
stef-10.gif,352,240
stef-11.gif,352,240
stef-12.gif,352,240
stef-13.gif,352,240
stef-14.gif,352,240
stef-15.gif,352,240
stef-16.gif,352,240
stef-17.gif,352,240
stef-18.gif,352,240
stef-19.gif,352,240
stef-20.gif,352,240
teddy-01.gif,360,243
teddy-02.gif,360,243
teddy-03.gif,360,243
teddy-04.gif,360,243
teddy-05.gif,360,243
teddy-06.gif,360,243
teddy-07.gif,360,243
teddy-08.gif,360,243
teddy-09.gif,360,243
teddy-10.gif,360,243
teddy-11.gif,360,243
teddy-12.gif,360,243
teddy-13.gif,360,243
teddy-14.gif,360,243
teddy-15.gif,360,243
teddy-16.gif,360,243
teddy-17.gif,360,243
teddy-18.gif,360,243
teddy-19.gif,360,243
teddy-20.gif,360,243
tree-1.gif,256,256
tree-10.gif,256,256
tree-11.gif,256,256
tree-12.gif,256,256
tree-13.gif,256,256
tree-14.gif,256,256
tree-15.gif,256,256
tree-16.gif,256,256
tree-17.gif,256,256
tree-18.gif,256,256
tree-19.gif,256,256
tree-2.gif,256,256
tree-20.gif,256,256
tree-3.gif,256,256
tree-4.gif,256,256
tree-5.gif,256,256
tree-6.gif,208,512
tree-7.gif,256,256
tree-8.gif,421,414
tree-9.gif,425,394
truck-01.gif,352,288
truck-02.gif,352,288
truck-03.gif,352,288
truck-04.gif,352,288
truck-05.gif,352,288
truck-06.gif,352,288
truck-07.gif,352,288
truck-08.gif,352,288
truck-09.gif,352,288
truck-10.gif,352,288
truck-11.gif,352,288
truck-12.gif,352,288
truck-13.gif,352,288
truck-14.gif,352,288
truck-15.gif,352,288
truck-16.gif,352,288
truck-17.gif,352,288
truck-18.gif,352,288
truck-19.gif,352,288
truck-20.gif,352,288
turtle-1.gif,306,296
turtle-10.gif,345,175
turtle-11.gif,379,356
turtle-12.gif,428,246
turtle-13.gif,488,465
turtle-14.gif,449,311
turtle-15.gif,545,527
turtle-16.gif,303,149
turtle-17.gif,343,325
turtle-18.gif,266,189
turtle-19.gif,327,317
turtle-2.gif,402,310
turtle-20.gif,252,174
turtle-3.gif,509,498
turtle-4.gif,333,186
turtle-5.gif,376,358
turtle-6.gif,329,310
turtle-7.gif,434,277
turtle-8.gif,513,493
turtle-9.gif,321,305
watch-1.gif,500,202
watch-10.gif,500,245
watch-11.gif,520,224
watch-12.gif,480,233
watch-13.gif,500,233
watch-14.gif,530,201
watch-15.gif,530,168
watch-16.gif,514,160
watch-17.gif,480,166
watch-18.gif,472,284
watch-19.gif,533,241
watch-2.gif,990,378
watch-20.gif,559,257
watch-3.gif,500,180
watch-4.gif,507,160
watch-5.gif,520,170
watch-6.gif,510,180
watch-7.gif,516,218
watch-8.gif,470,219
watch-9.gif,480,199
